Sample_ID	Plate	Well	no_sample	BOX	BOX_Well
E4761282-5	8	B07	NA	8	B07
E5705176-5	8	B08	NA	8	B08
E5514979-5	8	B09	NA	8	B09
A7645846-6	8	B10	NA	8	I4
A7933436-6	8	B11	NA	8	I5
E5740764-5	8	B12	NA	8	I6
A7959489-6	8	C01	NA	8	C01
E4958794-5	8	C02	NA	8	C02
A7869715-6	8	C03	NA	8	C03
E4737849-8	8	C04	NA	8	C04
E5849182-8	8	C05	NA	8	C05
E4816911-5	8	C06	NA	8	C06
E4860012-5	8	C07	NA	8	C07
E4890040-5	8	C08	NA	8	C08
E5217786-5	8	C09	NA	8	C09
E4761257-5	8	C10	NA	8	I7
E4737841-7	8	C11	NA	8	I8
A8069324-6	8	C12	NA	8	I9
E5754173-5	8	D01	NA	8	D01
E5155146-5	8	D02	NA	8	D02
A7537603-6	8	D03	NA	8	D03
A8287299-6	8	D04	NA	8	D04
E5210820-5	8	D05	NA	8	D05
A7869733-6	8	D06	NA	8	D06
A8181717-6	8	D07	NA	8	D07
A8287304-6	8	D08	NA	8	D08
A7537576-6	8	D09	NA	8	D09
E5155140-5	8	D10	NA	8	Loose
A8618341-6	8	D11	NA	8	Loose
A9118081-6	8	D12	NA	8	Loose
E5754171-5	8	E01	NA	8	E01
E5607779-5	8	E02	NA	8	E02
A7787788-6	8	E03	NA	8	E03
E5692473-5	8	E04	NA	8	E04
E4958967-5	8	E05	NA	8	E05
A8165704-6	8	E06	NA	8	E06
A8758032-6	8	E07	NA	8	E07
A7869741-6	8	E08	NA	8	E08
E4860013-7	8	E09	NA	8	E09
E4737826-5	8	E10	NA	8	Loose
E4791681-5	8	E11	NA	8	Loose
E5043603-5	8	E12	NA	8	Loose
E5217726-5	8	F01	NA	8	F01
E5946858-5	8	F02	NA	8	F02
E5591621-5	8	F03	NA	8	F03
A8450201-6	8	F04	NA	8	F04
A7198941-16	8	F05	NA	8	F05
A7787764-6	8	F06	NA	8	F06
E5217961-5	8	F07	NA	8	F07
E5533870-5	8	F08	NA	8	F08
E4816865-5	8	F09	NA	8	F09
A7645660-6	8	F10	NA	8	Loose
E6171296-5	8	F11	NA	8	Loose
E5041791-5	8	F12	NA	8	Loose
E5217807-5	8	G01	NA	8	G01
A8758029-6	8	G02	NA	8	G02
E5340424-5	8	G03	NA	8	G03
A8397603-6	8	G04	NA	8	G04
E4860005-6	8	G05	NA	8	G05
E5180977-5	8	G06	NA	8	G06
E5230054-5	8	G07	NA	8	G07
A7537597-6	8	G08	NA	8	G08
E5041508-5	8	G09	NA	8	G09
E4934555-5	8	G10	NA	8	Loose
A7645669-6	8	G11	NA	8	Loose
E4816891-5	8	G12	NA	8	Loose
A8287280-7	8	H01	NA	8	H01
E5530489-5	8	H02	NA	8	H02
E5155164-5	8	H03	NA	8	H03
E5195263-5	8	H04	NA	8	H04
E5155148-5	8	H05	NA	8	H05
E5217802-5	8	H06	NA	8	H06
E5567545-5	8	H07	NA	8	H07
E5041798-5	8	H08	NA	8	H08
MOCK8	8	H09	NA	8	H09
A8417026-6	8	H10	NA	8	Loose
E4958960-5	8	H11	NA	8	Loose
A7933441-6	8	H12	NA	8	Loose
A8093727-6	9	A01	NA	9	A01
A7795788-6	9	A02	NA	9	A02
S1465137-5	9	A03	NA	9	A03
A8572965-6	9	A04	NA	9	A04
E4769634-5	9	A05	NA	9	A05
E4610435-5	9	A06	NA	9	A06
A8378755-6	9	A07	NA	9	A07
E4610429-5	9	A08	NA	9	A08
A7741127-3	9	A09	NA	9	A09
E4859990-5	9	A10	NA	9	I1
S1465832-5	9	A11	NA	9	I2
E5641554-5	9	A12	NA	9	I3
A7970149-6	9	B01	NA	9	B01
E4610427-5	9	B02	NA	9	B02
E4967389-5	9	B03	NA	9	B03
E5349816-5	9	B04	NA	9	B04
E4967456-5	9	B05	NA	9	B05
A7684346-6	9	B06	NA	9	B06
E4769626-5	9	B07	NA	9	B07
A8070128-6	9	B08	NA	9	B08
A7931752-6	9	B09	NA	9	B09
A7616084-6	9	B10	NA	9	I4
A8540785-6	9	B11	NA	9	I5
A8572951-6	9	B12	NA	9	I6
A9103197-6	9	C01	NA	9	C01
MOCK9	9	C02	NA	9	C02
E4610406-5	9	C03	NA	9	C03
E4610434-5	9	C04	NA	9	C04
S1465825-5	9	C05	NA	9	C05
A7540383-6	9	C06	NA	9	C06
A8015556-6	9	C07	NA	9	C07
A8088277-6	9	C08	NA	9	C08
E5753402-8	9	C09	NA	9	C09
E5218267-5	9	C10	NA	9	I7
E4967412-5	9	C11	NA	9	I8
E4967439-5	9	C12	NA	9	I9
S1472668-5	9	D01	NA	9	D01
E4812662-5	9	D02	NA	9	D02
E4812670-5	9	D03	NA	9	D03
E6170917-5	9	D04	NA	9	D04
E4890048-5	9	D05	NA	9	D05
A7575520-6	9	D06	NA	9	D06
E4967388-5	9	D07	NA	9	D07
A8572959-7	9	D08	NA	9	D08
E4945236-8	9	D09	NA	9	D09
A7337338-6	9	D10	NA	9	Loose
A8257358-6	9	D11	NA	9	Loose
E5012024-5	9	D12	NA	9	Loose
E5217917-5	9	E01	NA	9	E01
NEGATIVE9	9	E02	NA	9	E02
E4890023-5	9	E03	NA	9	E03
E4890041-5	9	E04	NA	9	E04
E4610408-5	9	E05	NA	9	E05
E5299688-5	9	E06	NA	9	E06
A7609949-6	9	E07	NA	9	E07
E4889537-5	9	E08	NA	9	E08
S1465811-5	9	E09	NA	9	E09
E5447886-5	9	E10	NA	9	Loose
A8048027-6	9	E11	NA	9	Loose
A7616090-6	9	E12	NA	9	Loose
A9218943-6	9	F01	NA	9	F01
A8511466-6	9	F02	NA	9	F02
A8288611-6	9	F03	NA	9	F03
A7357989-6	9	F04	NA	9	F04
E4889532-5	9	F05	NA	9	F05
A8557962-6	9	F06	NA	9	F06
E5497098-5	9	F07	NA	9	F07
A8088281-6	9	F08	NA	9	F08
A7975920-5	9	F09	NA	9	F09
A8858868-6	9	F10	NA	9	Loose
E4820909-5	9	F11	NA	9	Loose
A8549171-6	9	F12	NA	9	Loose
A8143505-6	9	G01	NA	9	G01
A7198906-6	9	G02	NA	9	G02
E5012021-5	9	G03	NA	9	G03
E5261398-5	9	G04	NA	9	G04
A8070112-6	9	G05	NA	9	G05
E4769610-5	9	G06	NA	9	G06
A7540388-6	9	G07	NA	9	G07
A7337320-6	9	G08	NA	9	G08
E4812647-5	9	G09	NA	9	G09
E5217942-5	9	G10	NA	9	Loose
S1472663-5	9	G11	NA	9	Loose
E4967404-5	9	G12	NA	9	Loose
S1738104-5	9	H01	NA	9	H01
E4889514-5	9	H02	NA	9	H02
A8088269-6	9	H03	NA	9	H03
A7990090-9	9	H04	NA	9	H04
A7744226-6	9	H05	NA	9	H05
E5010433-8	9	H06	NA	9	H06
A8015579-6	9	H07	NA	9	H07
S1465160-5	9	H08	NA	9	H08
A7337344-6	9	H09	NA	9	H09
E5279991-8	9	H10	NA	9	Loose
A7990105-6	9	H11	NA	9	Loose
A7337232-6	9	H12	NA	9	Loose
A8177493-3	10	A01	NA	10	A01
A8088051-6	10	A02	NA	10	A02
A7769375-6	10	A03	NA	10	A03
A8887027-3	10	A04	NA	10	A04
E5258054-5	10	A05	NA	10	A05
A8564425-6	10	A06	NA	10	A06
E4809136-5	10	A07	NA	10	A07
E5419656-5	10	A08	NA	10	A08
A7975881-5	10	A09	NA	10	A09
A7969504-6	10	A10	NA	10	I1
A7131212-6	10	A11	NA	10	I2
E4808817-5	10	A12	NA	10	I3
E5740779-5	10	B01	NA	10	B01
A9028073-6	10	B02	NA	10	B02
E4889611-5	10	B03	NA	10	B03
E4808840-5	10	B04	NA	10	B04
E4808816-5	10	B05	NA	10	B05
A7605604-6	10	B06	NA	10	B06
E5509023-5	10	B07	NA	10	B07
A7895776-6	10	B08	NA	10	B08
E5041772-5	10	B09	NA	10	B09
E5641563-5	10	B10	NA	10	I4
A8257363-6	10	B11	NA	10	I5
E4816847-5	10	B12	NA	10	I6
A8692840-6	10	C01	NA	10	C01
A7101613-6	10	C02	NA	10	C02
E4958814-5	10	C03	NA	10	C03
MOCK10	10	C04	NA	10	C04
A7101631-6	10	C05	NA	10	C05
E5854318-5	10	C06	NA	10	C06
E4748718-5	10	C07	NA	10	C07
E5339750-5	10	C08	NA	10	C08
E5339746-5	10	C09	NA	10	C09
A8379304-6	10	C10	NA	10	I7
A8056592-6	10	C11	NA	10	I8
A8127557-6	10	C12	NA	10	I9
A8070111-6	10	D01	NA	10	D01
E5253163-5	10	D02	NA	10	D02
A7703720-6	10	D03	NA	10	D03
A7931749-6	10	D04	NA	10	D04
A7969500-6	10	D05	NA	10	D05
E5041797-5	10	D06	NA	10	D06
A7684384-7	10	D07	NA	10	D07
A7361205-6	10	D08	NA	10	D08
E5641565-5	10	D09	NA	10	D09
NEGATIVE10	10	D10	NA	10	Loose
A8015557-6	10	D11	NA	10	Loose
A7897515-6	10	D12	NA	10	Loose
E5195264-5	10	E01	NA	10	E01
E4824860-5	10	E02	NA	10	E02
E5041790-5	10	E03	NA	10	E03
E5452325-5	10	E04	NA	10	E04
E5553655-5	10	E05	NA	10	E05
E5514959-5	10	E06	NA	10	E06
A7129467-6	10	E07	NA	10	E07
A7336976-6	10	E08	NA	10	E08
E5064049-5	10	E09	NA	10	E09
E5736050-5	10	E10	NA	10	Loose
E5926149-5	10	E11	NA	10	Loose
A7645661-6	10	E12	NA	10	Loose
S1465316-5	10	F01	NA	10	F01
E4889595-3	10	F02	NA	10	F02
A8185534-6	10	F03	NA	10	F03
E4889617-5	10	F04	NA	10	F04
A8070131-6	10	F05	NA	10	F05
A7129442-6	10	F06	NA	10	F06
E5450035-5	10	F07	NA	10	F07
A7131211-6	10	F08	NA	10	F08
A7101637-6	10	F09	NA	10	F09
A7361223-6	10	F10	NA	10	Loose
E4870456-5	10	F11	NA	10	Loose
E5447887-5	10	F12	NA	10	Loose
A7895772-6	10	G01	NA	10	G01
A8246927-6	10	G02	NA	10	G02
A7914463-6	10	G03	NA	10	G03
A7446414-6	10	G04	NA	10	G04
A8021624-6	10	G05	NA	10	G05
A7975918-6	10	G06	NA	10	G06
A7975919-6	10	G07	NA	10	G07
E5591622-5	10	G08	NA	10	G08
A7795370-6	10	G09	NA	10	G09
E5641025-5	10	G10	NA	10	Loose
E4889530-5	10	G11	NA	10	Loose
A8058229-6	10	G12	NA	10	Loose
A8501220-6	10	H01	NA	10	H01
E5754174-5	10	H02	NA	10	H02
E5238945-5	10	H03	NA	10	H03
A8322282	10	H04	NA	10	H04
A8692836-6	10	H05	NA	10	H05
E5280260-5	10	H06	NA	10	H06
A7988895-6	10	H07	NA	10	H07
A7612270-6	10	H08	NA	10	H08
E5450072-5	10	H09	NA	10	H09
E5819508-5	10	H10	NA	10	Loose
A7895778-6	10	H11	NA	10	Loose
E5514973-5	10	H12	NA	10	Loose
A8634709-6	11	A01	NA	11	A01
MOCK11	11	A02	NA	11	A02
E5419657-5	11	A03	NA	11	A03
A7578752-6	11	A04	NA	11	A04
E5218394-5	11	A05	NA	11	A05
A8148761-6	11	A06	NA	11	A06
E5121004-5	11	A07	NA	11	A07
E5151458-5	11	A08	NA	11	A08
E5342321-5	11	A09	NA	11	A09
E5073640-5	11	A10	NA	11	I1
E4945235-5	11	A11	NA	11	I2
E4958793-5	11	A12	NA	11	I3
A7221373-6	11	B01	NA	11	B01
A8673415-6	11	B02	NA	11	B02
E5382438-5	11	B03	NA	11	B03
A7684392-6	11	B04	NA	11	B04
E4808841-5	11	B05	NA	11	B05
A8247881-6	11	B06	NA	11	B06
E5370191-5	11	B07	NA	11	B07
E5891380-5	11	B08	NA	11	B08
A8268105-6	11	B09	NA	11	B09
A8165722-6	11	B10	NA	11	I4
A7269589-6	11	B11	NA	11	I5
E5279976-8	11	B12	NA	11	I6
A8417025-6	11	C01	NA	11	C01
E5280028-5	11	C02	NA	11	C02
E5191164-5	11	C03	NA	11	C03
A7337233-6	11	C04	NA	11	C04
E4791684-5	11	C05	NA	11	C05
A8191457-6	11	C06	NA	11	C06
E5230056-5	11	C07	NA	11	C07
E5340422-5	11	C08	NA	11	C08
A7684380-6	11	C09	NA	11	C09
NEGATIVE11	11	C10	NA	11	I7
E5930827-5	11	C11	NA	11	I8
A8368410-6	11	C12	NA	11	I9
A7101723-6	11	D01	NA	11	D01
E5320769-5	11	D02	NA	11	D02
E5045375-5	11	D03	NA	11	D03
A7221351-6	11	D04	NA	11	D04
E5195243-5	11	D05	NA	11	D05
A8501221-6	11	D06	NA	11	D06
A8093581-6	11	D07	NA	11	D07
E5450037-5	11	D08	NA	11	D08
E5121006-5	11	D09	NA	11	D09
A7337343-6	11	D10	NA	11	Loose
E5450073-5	11	D11	no_sample	11	Loose
A7795299-6	11	D12	NA	11	Loose
E5819497-8	11	E01	NA	11	E01
A8692852-6	11	E02	NA	11	E02
E5819509-5	11	E03	NA	11	E03
E5419684-5	11	E04	NA	11	E04
E5736054-5	11	E05	NA	11	E05
E4762206-5	11	E06	NA	11	E06
E5101846-5	11	E07	NA	11	E07
E5753379-5	11	E08	NA	11	E08
A7101700-6	11	E09	NA	11	E09
E4762228-5	11	E10	NA	11	Loose
E4889618-5	11	E11	NA	11	Loose
E4809138-5	11	E12	NA	11	Loose
A8288927-3	11	F01	NA	11	F01
A8191464-6	11	F02	NA	11	F02
E4836806-3	11	F03	NA	11	F03
E4809161-5	11	F04	NA	11	F04
A7101716-6	11	F05	NA	11	F05
A8181499-6	11	F06	NA	11	F06
A7221368-6	11	F07	NA	11	F07
A8105048-6	11	F08	NA	11	F08
E5452326-5	11	F09	NA	11	F09
E5488794-5	11	F10	NA	11	Loose
E4836829-5	11	F11	NA	11	Loose
A7741126-3	11	F12	NA	11	Loose
A8692841-6	11	G01	NA	11	G01
E4774683-5	11	G02	NA	11	G02
A8181475-6	11	G03	NA	11	G03
EMPTY	11	G04	NA	11	G04
E5488792-5	11	G05	no_sample	11	G05
A7337336-6	11	G06	NA	11	G06
E5499946-5	11	G07	NA	11	G07
A7101611-6	11	G08	NA	11	G08
A8143529-6	11	G09	NA	11	G09
A8692837-6	11	G10	NA	11	Loose
E5488777-5	11	G11	NA	11	Loose
E4762224-8	11	G12	NA	11	Loose
A8181494-6	11	H01	NA	11	H01
A8618347-6	11	H02	NA	11	H02
A7609602-6	11	H03	NA	11	H03
E5092341-5	11	H04	NA	11	H04
A8368408-6	11	H05	NA	11	H05
EMPTY	11	H06	NA	11	H06
E4809157-5	11	H07	NA	11	H07
A7725035-6	11	H08	NA	11	H08
E5641562-5	11	H09	NA	11	H09
A8140566-6	11	H10	NA	11	Loose
A8450227-6	11	H11	NA	11	Loose
E5736051-5	11	H12	NA	11	Loose
A8626957-6	12	A01	NA	12	A01
E5514960-5	12	A02	NA	12	A02
E5261396-5	12	A03	NA	12	A03
E4958795-5	12	A04	NA	12	A04
E5179865-5	12	A05	NA	12	A05
NEGATIVE12	12	A06	NA	12	A06
A7540387-6	12	A07	NA	12	A07
E4958941-5	12	A08	NA	12	A08
A7110639-4	12	A09	NA	12	A09
A8177491-6	12	A10	NA	12	I1
A8479425-6	12	A11	NA	12	I2
A7540384-6	12	A12	NA	12	I3
A8747832-6	12	B01	NA	12	B01
E4934559-5	12	B02	NA	12	B02
E5010423-5	12	B03	NA	12	B03
A8287282-6	12	B04	NA	12	B04
E5218409-5	12	B05	NA	12	B05
E5041773-5	12	B06	NA	12	B06
A8357604-6	12	B07	NA	12	B07
A7795344-6	12	B08	NA	12	B08
E4791682-5	12	B09	NA	12	B09
E4815889-5	12	B10	NA	12	I4
E5010432-8	12	B11	NA	12	I5
E4610407-5	12	B12	NA	12	I6
A8357625-6	12	C01	NA	12	C01
E4774701-5	12	C02	NA	12	C02
A8378735-6	12	C03	NA	12	C03
E4705711-5	12	C04	NA	12	C04
E4967457-5	12	C05	NA	12	C05
E4774684-5	12	C06	NA	12	C06
A8357617-6	12	C07	NA	12	C07
E5092330-5	12	C08	NA	12	C08
E4958965-5	12	C09	NA	12	C09
E5217979-5	12	C10	NA	12	I7
E5218391-5	12	C11	NA	12	I8
E5514975-5	12	C12	NA	12	I9
E4610428-5	12	D01	NA	12	D01
E4774702-5	12	D02	NA	12	D02
E5280027-8	12	D03	NA	12	D03
A7357990-6	12	D04	NA	12	D04
E5567543-5	12	D05	NA	12	D05
A7933356-6	12	D06	NA	12	D06
E4761238-5	12	D07	NA	12	D07
A8357634-6	12	D08	NA	12	D08
E4830980-5	12	D09	NA	12	D09
A8549163-6	12	D10	NA	12	Loose
E4967462-5	12	D11	NA	12	Loose
A7960951-6	12	D12	NA	12	Loose
A8375127-6	12	E01	NA	12	E01
A8747835-6	12	E02	NA	12	E02
E5591623-5	12	E03	NA	12	E03
A7915261-6	12	E04	NA	12	E04
A8378739-6	12	E05	NA	12	E05
A8801593-6	12	E06	NA	12	E06
E5217983-5	12	E07	NA	12	E07
E4796441-5	12	E08	NA	12	E08
A7129545-6	12	E09	NA	12	E09
A8517223-6	12	E10	NA	12	Loose
E4705692-5	12	E11	NA	12	Loose
E5218417-5	12	E12	NA	12	Loose
E5740775-5	12	F01	NA	12	F01
E5698504-5	12	F02	NA	12	F02
A7129572-6	12	F03	NA	12	F03
A7129568-6	12	F04	NA	12	F04
A7998575-6	12	F05	NA	12	F05
A9106364-6	12	F06	NA	12	F06
A8828641-6	12	F07	NA	12	F07
E4610433-5	12	F08	NA	12	F08
E5262112-5	12	F09	NA	12	F09
MOCK12	12	F10	NA	12	Loose
EMPTY	12	F11	NA	12	Loose
E4945241-5	12	F12	NA	12	Loose
E5722611-5	12	G01	NA	12	G01
E4705716-5	12	G02	NA	12	G02
E4889594-5	12	G03	NA	12	G03
A7868508-6	12	G04	NA	12	G04
A7717340-6	12	G05	NA	12	G05
E5210819-5	12	G06	NA	12	G06
E4889585-14	12	G07	NA	12	G07
E4868408-5	12	G08	NA	12	G08
A8858871-6	12	G09	NA	12	G09
A7990107-6	12	G10	NA	12	Loose
E4868426-5	12	G11	NA	12	Loose
A8406091-6	12	G12	NA	12	Loose
A7795362-6	12	H01	NA	12	H01
A8549173-6	12	H02	NA	12	H02
E4761216-5	12	H03	NA	12	H03
A8349511-6	12	H04	NA	12	H04
E5014934-5	12	H05	NA	12	H05
E5386387-5	12	H06	NA	12	H06
A7960928-6	12	H07	NA	12	H07
E4967442-5	12	H08	NA	12	H08
E4958961-5	12	H09	NA	12	H09
E4859888-5	12	H10	NA	12	Loose
A8378715-6	12	H11	NA	12	Loose
E4966511-5	12	H12	NA	12	Loose
E5195247-5	13	A01	NA	13	A01
E5746760-5	13	A02	NA	13	A02
A7537598-6	13	A03	NA	13	A03
A7925976-6	13	A04	NA	13	A04
A7901104-6	13	A05	NA	13	A05
A8268087-6	13	A06	NA	13	A06
A8549219-6	13	A07	NA	13	A07
A7359990-6	13	A08	NA	13	A08
A7221367-6	13	A09	NA	13	A09
5559687-5	13	A10	NA	13	I1
A8134145-6	13	A11	NA	13	I2
E4602126-5	13	A12	NA	13	I3
E4889553-5	13	B01	NA	13	B01
E5362413-5	13	B02	NA	13	B02
E4602124-5	13	B03	NA	13	B03
A8098481-6	13	B04	NA	13	B04
E5299174-5	13	B05	NA	13	B05
E5218457-5	13	B06	NA	13	B06
A7537604-6	13	B07	NA	13	B07
A7578751-6	13	B08	NA	13	B08
A7371907-6	13	B09	NA	13	B09
A7359984-6	13	B10	NA	13	I4
EMPTY1	13	B11	NA	13	I5
E4731627-5	13	B12	NA	13	I6
A8070044-6	13	C01	NA	13	C01
E4836807-5	13	C02	NA	13	C02
A8287527-6	13	C03	NA	13	C03
E4934554-5	13	C04	NA	13	C04
E4791685-5	13	C05	NA	13	C05
A7359967-6	13	C06	NA	13	C06
A8549194-6	13	C07	NA	13	C07
E5218434-5	13	C08	NA	13	C08
A7960949-6	13	C09	NA	13	C09
A8357603-6	13	C10	NA	13	I7
E5736053-5	13	C11	NA	13	I8
A7941414-6	13	C12	NA	13	I9
A8015580-6	13	D01	NA	13	D01
E4869630-5	13	D02	NA	13	D02
A7795784-6	13	D03	NA	13	D03
A8015575-6	13	D04	NA	13	D04
A8411876-6	13	D05	NA	13	D05
E5280029-8	13	D06	NA	13	D06
A7925987-6	13	D07	NA	13	D07
E5530479-5	13	D08	NA	13	D08
A8088282-9	13	D09	NA	13	D09
E5545825-5	13	D10	NA	13	Loose
EMPTY2	13	D11	NA	13	Loose
A8357616-6	13	D12	NA	13	Loose
A7786537-6	13	E01	NA	13	E01
E4817423-5	13	E02	NA	13	E02
A8308030-6	13	E03	NA	13	E03
A8442354-6	13	E04	NA	13	E04
E5553671-6	13	E05	NA	13	E05
NEGATIVE13	13	E06	NA	13	E06
A7198903-6	13	E07	NA	13	E07
E4984964-5	13	E08	NA	13	E08
A7269608-6	13	E09	NA	13	E09
E5461716-5	13	E10	NA	13	Loose
A7221372-6	13	E11	NA	13	Loose
EMPTY3	13	E12	NA	13	Loose
A8357635-6	13	F01	NA	13	F01
A7990087-6	13	F02	NA	13	F02
E4998781-17	13	F03	NA	13	F03
MOCK13	13	F04	NA	13	F04
E4889576-5	13	F05	NA	13	F05
A8590847-6	13	F06	NA	13	F06
A7221350-6	13	F07	NA	13	F07
A7925983-4	13	F08	NA	13	F08
A8287510-6	13	F09	NA	13	F09
A8413682-6	13	F10	NA	13	Loose
A8549215-6	13	F11	NA	13	Loose
A7359969-6	13	F12	NA	13	Loose
E5195258-5	13	G01	NA	13	G01
E5195265-5	13	G02	NA	13	G02
A9230877-6	13	G03	NA	13	G03
A8183065-6	13	G04	NA	13	G04
A7336973-6	13	G05	NA	13	G05
A7269591-6	13	G06	NA	13	G06
E5218449-5	13	G07	NA	13	G07
E5151453-5	13	G08	NA	13	G08
A7198928-6	13	G09	NA	13	G09
E4945244-5	13	G10	NA	13	Loose
A8357622-6	13	G11	NA	13	Loose
E5217920-5	13	G12	NA	13	Loose
A7537577-6	13	H01	NA	13	H01
E5353296-5	13	H02	NA	13	H02
A7110686-6	13	H03	NA	13	H03
A7537575-6	13	H04	NA	13	H04
A7795798-6	13	H05	NA	13	H05
E5261353-5	13	H06	NA	13	H06
A8149504-6	13	H07	NA	13	H07
A8628698-6	13	H08	NA	13	H08
E4602116-5	13	H09	NA	13	H09
A8517349-6	13	H10	NA	13	Loose
E5488791-5	13	H11	NA	13	Loose
A7516502-6	13	H12	NA	13	Loose
E4958815-5	14	A01	NA	14	A01
E4761214-5	14	A02	NA	14	A02
E5279992-6	14	A03	NA	14	A03
E4967077-5	14	A04	NA	14	A04
A8306198-6	14	A05	NA	14	A05
E5242006-5	14	A06	NA	14	A06
A7416452-6	14	A07	NA	14	A07
E5290258-5	14	A08	NA	14	A08
A7101629-6	14	A09	NA	14	A09
E4817423-4	14	A10	NA	14	I1
A7941415-6	14	A11	NA	14	I2
A7795296-6	14	A12	NA	14	I3
E5179866-5	14	B01	NA	14	B01
E4816845-5	14	B02	NA	14	B02
E4820918-5	14	B03	NA	14	B03
A8070040-6	14	B04	NA	14	B04
A9183964-6	14	B05	NA	14	B05
E4859941-5	14	B06	NA	14	B06
A8631003-6	14	B07	NA	14	B07
S1465259-5	14	B08	NA	14	B08
A7578749-6	14	B09	NA	14	B09
A7872639-6	14	B10	NA	14	I4
A8572957-6	14	B11	NA	14	I5
A8105079-6	14	B12	NA	14	I6
A7769387-6	14	C01	NA	14	C01
S1745316-5	14	C02	NA	14	C02
A7612285-6	14	C03	NA	14	C03
E5517031-5	14	C04	NA	14	C04
A7118073-6	14	C05	NA	14	C05
E5126209-5	14	C06	NA	14	C06
S1745312-5	14	C07	NA	14	C07
A8481473-6	14	C08	NA	14	C08
A7360338-6	14	C09	NA	14	C09
A8609053-6	14	C10	NA	14	I7
E5306373-5	14	C11	NA	14	I8
E5362858-5	14	C12	NA	14	I9
A8465308-6	14	D01	NA	14	D01
E4760071-5	14	D02	NA	14	D02
E4859967-5	14	D03	NA	14	D03
E5306367-5	14	D04	NA	14	D04
A8306214-6	14	D05	NA	14	D05
E4815888-5	14	D06	NA	14	D06
E5014935-5	14	D07	NA	14	D07
E5279999-5	14	D08	NA	14	D08
E5306365-5	14	D09	NA	14	D09
E5379145-5	14	D10	NA	14	Loose
E4762228-7	14	D11	NA	14	Loose
E4816872-5	14	D12	NA	14	Loose
A7118048-6	14	E01	NA	14	E01
E5725902-5	14	E02	NA	14	E02
A7769358-6	14	E03	NA	14	E03
E4774642-5	14	E04	NA	14	E04
E4774664-5	14	E05	NA	14	E05
E5024042-5	14	E06	NA	14	E06
A8506199-6	14	E07	NA	14	E07
E5306377-5	14	E08	NA	14	E08
A9198644-6	14	E09	NA	14	E09
A7198835-6	14	E10	NA	14	Loose
E5289765-5	14	E11	NA	14	Loose
E5301023-5	14	E12	NA	14	Loose
E5253136-5	14	F01	NA	14	F01
A8572963-6	14	F02	NA	14	F02
A7578767-6	14	F03	NA	14	F03
E5643139-5	14	F04	NA	14	F04
A7198843-6	14	F05	NA	14	F05
NEGATIVE14	14	F06	NA	14	F06
E5643140-5	14	F07	NA	14	F07
A8306202-6	14	F08	NA	14	F08
A8413736-6	14	F09	NA	14	F09
E5191163-5	14	F10	NA	14	Loose
E5426775-5	14	F11	NA	14	Loose
A8454817-6	14	F12	NA	14	Loose
A7101614-6	14	G01	NA	14	G01
A7101635-6	14	G02	NA	14	G02
E4731606-5	14	G03	NA	14	G03
A7198818-6	14	G04	NA	14	G04
MOCK14	14	G05	NA	14	G05
A7612269-6	14	G06	NA	14	G06
A7795319-6	14	G07	NA	14	G07
E5309338-5	14	G08	NA	14	G08
A7795324-6	14	G09	NA	14	G09
E5309345-5	14	G10	NA	14	Loose
E4958942-5	14	G11	NA	14	Loose
A8185528-6	14	G12	NA	14	Loose
A7198799-6	14	H01	NA	14	H01
A7118068-6	14	H02	NA	14	H02
E5279978-7	14	H03	NA	14	H03
E5750020-5	14	H04	NA	14	H04
E5024057-5	14	H05	NA	14	H05
E4761239-5	14	H06	NA	14	H06
E4774657-5	14	H07	NA	14	H07
A8070046-6	14	H08	NA	14	H08
A7841116-6	14	H09	NA	14	H09
A7983891-6	14	H10	NA	14	Loose
E5362826-5	14	H11	NA	14	Loose
A7769369-6	14	H12	NA	14	Loose
A7612280-6	15	A01	NA	15	A01
A7923197-6	15	A02	NA	15	A02
A7568574-6	15	A03	NA	15	A03
E5126210-5	15	A04	NA	15	A04
E5217985-2	15	A05	NA	15	A05
A8962444-6	15	A06	NA	15	A06
A7928981-6	15	A07	NA	15	A07
A7360358-6	15	A08	NA	15	A08
A7598175-6	15	A09	NA	15	A09
A8618339-6	15	A10	NA	15	I1
E5236720-5	15	A11	NA	15	I2
A7221348-6	15	A12	NA	15	I3
A7959503-6	15	B01	NA	15	B01
E4791683-5	15	B02	NA	15	B02
A7868533-6	15	B03	NA	15	B03
A8549162-6	15	B04	NA	15	B04
E5353295-5	15	B05	NA	15	B05
A8177494-6	15	B06	NA	15	B06
E5064048-5	15	B07	NA	15	B07
A7198837-6	15	B08	NA	15	B08
NEGATIVE15	15	B09	NA	15	B09
E4958927-2	15	B10	NA	15	I4
E6019672-5	15	B11	NA	15	I5
E4934571-5	15	B12	NA	15	I6
E5448192-5	15	C01	NA	15	C01
E4889610-5	15	C02	NA	15	C02
E4868411-5	15	C03	NA	15	C03
E5236727-5	15	C04	NA	15	C04
A8406090-6	15	C05	NA	15	C05
E4934558-5	15	C06	NA	15	C06
A7895777-6	15	C07	NA	15	C07
E4820915-5	15	C08	NA	15	C08
E5249719-5	15	C09	NA	15	C09
E4868432-5	15	C10	NA	15	I7
E5237688-5	15	C11	NA	15	I8
A7111823-6	15	C12	NA	15	I9
E5678132-5	15	D01	NA	15	D01
E4830986-5	15	D02	NA	15	D02
A7868510-6	15	D03	NA	15	D03
