OTU	Classification	tax	Label
Otu01567	OTU1567	Collinsella	Collinsella (OTU1567)
Otu01568	OTU1568	Veillonellaceae	Veillonellaceae (OTU1568)
Otu01569	OTU1569	Ruminococcus	Ruminococcus (OTU1569)
Otu01570	OTU1570	Bacillales	Bacillales (OTU1570)
Otu01571	OTU1571	Clostridiales	Clostridiales (OTU1571)
Otu01572	OTU1572	Veillonella	Veillonella (OTU1572)
Otu01573	OTU1573	Bacteroides	Bacteroides (OTU1573)
Otu01574	OTU1574	Paraprevotella	Paraprevotella (OTU1574)
Otu01575	OTU1575	Escherichia/Shigella	Escherichia/Shigella (OTU1575)
Otu01576	OTU1576	Clostridiales	Clostridiales (OTU1576)
Otu01577	OTU1577	Escherichia/Shigella	Escherichia/Shigella (OTU1577)
Otu01578	OTU1578	Rhizobiales	Rhizobiales (OTU1578)
Otu01579	OTU1579	Faecalibacterium	Faecalibacterium (OTU1579)
Otu01580	OTU1580	Clostridium_IV	Clostridium_IV (OTU1580)
Otu01581	OTU1581	Firmicutes	Firmicutes (OTU1581)
Otu01582	OTU1582	Lactobacillaceae	Lactobacillaceae (OTU1582)
Otu01583	OTU1583	Bacteroides	Bacteroides (OTU1583)
Otu01584	OTU1584	Bacteria	Bacteria (OTU1584)
Otu01585	OTU1585	Firmicutes	Firmicutes (OTU1585)
Otu01586	OTU1586	Bacteria	Bacteria (OTU1586)
Otu01587	OTU1587	Spartobacteria	Spartobacteria (OTU1587)
Otu01588	OTU1588	Bacilli	Bacilli (OTU1588)
Otu01589	OTU1589	Alphaproteobacteria	Alphaproteobacteria (OTU1589)
Otu01590	OTU1590	Bacteria	Bacteria (OTU1590)
Otu01591	OTU1591	Faecalibacterium	Faecalibacterium (OTU1591)
Otu01592	OTU1592	Bacteroidales	Bacteroidales (OTU1592)
Otu01593	OTU1593	Clostridium_XI	Clostridium_XI (OTU1593)
Otu01594	OTU1594	Bacteria	Bacteria (OTU1594)
Otu01595	OTU1595	Clostridiales	Clostridiales (OTU1595)
Otu01596	OTU1596	Lactobacillaceae	Lactobacillaceae (OTU1596)
Otu01597	OTU1597	Ruminococcaceae	Ruminococcaceae (OTU1597)
Otu01598	OTU1598	Ruminococcaceae	Ruminococcaceae (OTU1598)
Otu01599	OTU1599	Ruminococcaceae	Ruminococcaceae (OTU1599)
Otu01600	OTU1600	Bacteroides	Bacteroides (OTU1600)
Otu01601	OTU1601	Pseudomonas	Pseudomonas (OTU1601)
Otu01602	OTU1602	Clostridia	Clostridia (OTU1602)
Otu01603	OTU1603	Prevotella	Prevotella (OTU1603)
Otu01604	OTU1604	Firmicutes	Firmicutes (OTU1604)
Otu01605	OTU1605	Ruminococcaceae	Ruminococcaceae (OTU1605)
Otu01606	OTU1606	Ruminococcaceae	Ruminococcaceae (OTU1606)
Otu01607	OTU1607	Bacteria	Bacteria (OTU1607)
Otu01608	OTU1608	Porphyromonadaceae	Porphyromonadaceae (OTU1608)
Otu01609	OTU1609	Bacteroides	Bacteroides (OTU1609)
Otu01610	OTU1610	Anaerostipes	Anaerostipes (OTU1610)
Otu01611	OTU1611	Ruminococcaceae	Ruminococcaceae (OTU1611)
Otu01612	OTU1612	Firmicutes	Firmicutes (OTU1612)
Otu01613	OTU1613	Bacteria	Bacteria (OTU1613)
Otu01614	OTU1614	Veillonellaceae	Veillonellaceae (OTU1614)
Otu01615	OTU1615	Bacteria	Bacteria (OTU1615)
Otu01616	OTU1616	Bacteroidales	Bacteroidales (OTU1616)
Otu01617	OTU1617	Bacteria	Bacteria (OTU1617)
Otu01618	OTU1618	Coriobacteriaceae	Coriobacteriaceae (OTU1618)
Otu01619	OTU1619	Ruminococcaceae	Ruminococcaceae (OTU1619)
Otu01620	OTU1620	Treponema	Treponema (OTU1620)
Otu01621	OTU1621	Bacteria	Bacteria (OTU1621)
Otu01622	OTU1622	Enterobacteriaceae	Enterobacteriaceae (OTU1622)
Otu01623	OTU1623	Acinetobacter	Acinetobacter (OTU1623)
Otu01624	OTU1624	Escherichia/Shigella	Escherichia/Shigella (OTU1624)
Otu01625	OTU1625	Bacteroides	Bacteroides (OTU1625)
Otu01626	OTU1626	Enterobacteriaceae	Enterobacteriaceae (OTU1626)
Otu01627	OTU1627	Clostridia	Clostridia (OTU1627)
Otu01628	OTU1628	Clostridiales	Clostridiales (OTU1628)
Otu01629	OTU1629	Bacteria	Bacteria (OTU1629)
Otu01630	OTU1630	Ruminococcaceae	Ruminococcaceae (OTU1630)
Otu01631	OTU1631	Butyricimonas	Butyricimonas (OTU1631)
Otu01632	OTU1632	Ruminococcaceae	Ruminococcaceae (OTU1632)
Otu01633	OTU1633	Bacteria	Bacteria (OTU1633)
Otu01634	OTU1634	Bacteroides	Bacteroides (OTU1634)
Otu01635	OTU1635	Syntrophomonadaceae	Syntrophomonadaceae (OTU1635)
Otu01636	OTU1636	Bacteria	Bacteria (OTU1636)
Otu01637	OTU1637	Bacteroides	Bacteroides (OTU1637)
Otu01638	OTU1638	Actinobacteria	Actinobacteria (OTU1638)
Otu01639	OTU1639	Ruminococcaceae	Ruminococcaceae (OTU1639)
Otu01640	OTU1640	Bacteroides	Bacteroides (OTU1640)
Otu01641	OTU1641	Firmicutes	Firmicutes (OTU1641)
Otu01642	OTU1642	Paraprevotella	Paraprevotella (OTU1642)
Otu01643	OTU1643	Peptostreptococcaceae	Peptostreptococcaceae (OTU1643)
Otu01644	OTU1644	Ruminococcaceae	Ruminococcaceae (OTU1644)
Otu01645	OTU1645	Lachnospiraceae	Lachnospiraceae (OTU1645)
Otu01646	OTU1646	Gammaproteobacteria	Gammaproteobacteria (OTU1646)
Otu01647	OTU1647	Prevotellaceae	Prevotellaceae (OTU1647)
Otu01648	OTU1648	Bacteria	Bacteria (OTU1648)
Otu01649	OTU1649	Sedimentibacter	Sedimentibacter (OTU1649)
Otu01650	OTU1650	Lachnospiraceae	Lachnospiraceae (OTU1650)
Otu01651	OTU1651	Coriobacteriaceae	Coriobacteriaceae (OTU1651)
Otu01652	OTU1652	Firmicutes	Firmicutes (OTU1652)
Otu01653	OTU1653	Clostridiales	Clostridiales (OTU1653)
Otu01654	OTU1654	Lachnospiraceae	Lachnospiraceae (OTU1654)
Otu01655	OTU1655	Bacteroides	Bacteroides (OTU1655)
Otu01656	OTU1656	Faecalibacterium	Faecalibacterium (OTU1656)
Otu01657	OTU1657	Leptotrichia	Leptotrichia (OTU1657)
Otu01658	OTU1658	Clostridiales	Clostridiales (OTU1658)
Otu01659	OTU1659	Bacilli	Bacilli (OTU1659)
Otu01660	OTU1660	Coriobacteriaceae	Coriobacteriaceae (OTU1660)
Otu01661	OTU1661	Proteobacteria	Proteobacteria (OTU1661)
Otu01662	OTU1662	Actinobacteria	Actinobacteria (OTU1662)
Otu01663	OTU1663	Olsenella	Olsenella (OTU1663)
Otu01664	OTU1664	Bacteroides	Bacteroides (OTU1664)
Otu01665	OTU1665	Ruminococcus	Ruminococcus (OTU1665)
Otu01666	OTU1666	Bifidobacterium	Bifidobacterium (OTU1666)
Otu01667	OTU1667	Firmicutes	Firmicutes (OTU1667)
Otu01668	OTU1668	Clostridiales	Clostridiales (OTU1668)
Otu01669	OTU1669	Parabacteroides	Parabacteroides (OTU1669)
Otu01670	OTU1670	Firmicutes	Firmicutes (OTU1670)
Otu01671	OTU1671	Ruminococcaceae	Ruminococcaceae (OTU1671)
Otu01672	OTU1672	Eubacterium	Eubacterium (OTU1672)
Otu01673	OTU1673	Gaiella	Gaiella (OTU1673)
Otu01674	OTU1674	Proteobacteria	Proteobacteria (OTU1674)
Otu01675	OTU1675	Lachnospiraceae	Lachnospiraceae (OTU1675)
Otu01676	OTU1676	Clostridiales	Clostridiales (OTU1676)
Otu01677	OTU1677	Ruminococcaceae	Ruminococcaceae (OTU1677)
Otu01678	OTU1678	Ruminococcaceae	Ruminococcaceae (OTU1678)
Otu01679	OTU1679	Pyramidobacter	Pyramidobacter (OTU1679)
Otu01680	OTU1680	Lachnospiraceae	Lachnospiraceae (OTU1680)
Otu01681	OTU1681	Prevotella	Prevotella (OTU1681)
Otu01682	OTU1682	Actinobacteria	Actinobacteria (OTU1682)
Otu01683	OTU1683	Clostridiales	Clostridiales (OTU1683)
Otu01684	OTU1684	Ruminococcaceae	Ruminococcaceae (OTU1684)
Otu01685	OTU1685	Pseudomonas	Pseudomonas (OTU1685)
Otu01686	OTU1686	Actinobacteria	Actinobacteria (OTU1686)
Otu01687	OTU1687	Firmicutes	Firmicutes (OTU1687)
Otu01688	OTU1688	Dorea	Dorea (OTU1688)
Otu01689	OTU1689	Ruminococcaceae	Ruminococcaceae (OTU1689)
Otu01690	OTU1690	Enterobacteriaceae	Enterobacteriaceae (OTU1690)
Otu01691	OTU1691	Haliea	Haliea (OTU1691)
Otu01692	OTU1692	Blautia	Blautia (OTU1692)
Otu01693	OTU1693	Porphyromonadaceae	Porphyromonadaceae (OTU1693)
Otu01694	OTU1694	Bacteria	Bacteria (OTU1694)
Otu01695	OTU1695	Peptostreptococcus	Peptostreptococcus (OTU1695)
Otu01696	OTU1696	Ohtaekwangia	Ohtaekwangia (OTU1696)
Otu01697	OTU1697	Treponema	Treponema (OTU1697)
Otu01698	OTU1698	Ruminococcaceae	Ruminococcaceae (OTU1698)
Otu01699	OTU1699	Clostridiales	Clostridiales (OTU1699)
Otu01700	OTU1700	Ruminococcus	Ruminococcus (OTU1700)
Otu01701	OTU1701	Lachnospiraceae	Lachnospiraceae (OTU1701)
Otu01702	OTU1702	Iamia	Iamia (OTU1702)
Otu01703	OTU1703	Ruminococcaceae	Ruminococcaceae (OTU1703)
Otu01704	OTU1704	Ruminococcaceae	Ruminococcaceae (OTU1704)
Otu01705	OTU1705	Clostridia	Clostridia (OTU1705)
Otu01706	OTU1706	Akkermansia	Akkermansia (OTU1706)
Otu01707	OTU1707	Clostridia	Clostridia (OTU1707)
Otu01708	OTU1708	Ruminococcaceae	Ruminococcaceae (OTU1708)
Otu01709	OTU1709	Prevotella	Prevotella (OTU1709)
Otu01710	OTU1710	Leptotrichia	Leptotrichia (OTU1710)
Otu01711	OTU1711	Lactobacillus	Lactobacillus (OTU1711)
Otu01712	OTU1712	Lactobacillus	Lactobacillus (OTU1712)
Otu01713	OTU1713	Lactobacillales	Lactobacillales (OTU1713)
Otu01714	OTU1714	Streptococcus	Streptococcus (OTU1714)
Otu01715	OTU1715	Lactobacillus	Lactobacillus (OTU1715)
Otu01716	OTU1716	Bacteria	Bacteria (OTU1716)
Otu01717	OTU1717	Lactobacillus	Lactobacillus (OTU1717)
Otu01718	OTU1718	Betaproteobacteria	Betaproteobacteria (OTU1718)
Otu01719	OTU1719	Veillonella	Veillonella (OTU1719)
Otu01720	OTU1720	Capnocytophaga	Capnocytophaga (OTU1720)
Otu01721	OTU1721	Lactobacillaceae	Lactobacillaceae (OTU1721)
Otu01722	OTU1722	Clostridiales	Clostridiales (OTU1722)
Otu01723	OTU1723	Parabacteroides	Parabacteroides (OTU1723)
Otu01724	OTU1724	Faecalibacterium	Faecalibacterium (OTU1724)
Otu01725	OTU1725	Roseburia	Roseburia (OTU1725)
Otu01726	OTU1726	Blautia	Blautia (OTU1726)
Otu01727	OTU1727	Blautia	Blautia (OTU1727)
Otu01728	OTU1728	Lachnospiraceae	Lachnospiraceae (OTU1728)
Otu01729	OTU1729	Bacteria	Bacteria (OTU1729)
Otu01730	OTU1730	Lachnospiraceae	Lachnospiraceae (OTU1730)
Otu01731	OTU1731	Blautia	Blautia (OTU1731)
Otu01732	OTU1732	Lachnospiraceae	Lachnospiraceae (OTU1732)
Otu01733	OTU1733	Lewinella	Lewinella (OTU1733)
Otu01734	OTU1734	Bacteria	Bacteria (OTU1734)
Otu01735	OTU1735	Clostridiales	Clostridiales (OTU1735)
Otu01736	OTU1736	Blautia	Blautia (OTU1736)
Otu01737	OTU1737	Faecalibacterium	Faecalibacterium (OTU1737)
Otu01738	OTU1738	Dysgonomonas	Dysgonomonas (OTU1738)
Otu01739	OTU1739	Clostridium_XVIII	Clostridium_XVIII (OTU1739)
Otu01740	OTU1740	Clostridiales	Clostridiales (OTU1740)
Otu01741	OTU1741	Clostridiales	Clostridiales (OTU1741)
Otu01742	OTU1742	Clostridiales	Clostridiales (OTU1742)
Otu01743	OTU1743	Porphyromonadaceae	Porphyromonadaceae (OTU1743)
Otu01744	OTU1744	Lachnospiraceae	Lachnospiraceae (OTU1744)
Otu01745	OTU1745	Bacteroidetes	Bacteroidetes (OTU1745)
Otu01746	OTU1746	Lachnospiraceae	Lachnospiraceae (OTU1746)
Otu01747	OTU1747	Lachnospiraceae	Lachnospiraceae (OTU1747)
Otu01748	OTU1748	Veillonella	Veillonella (OTU1748)
Otu01749	OTU1749	Anaeroglobus	Anaeroglobus (OTU1749)
Otu01750	OTU1750	Bacteroides	Bacteroides (OTU1750)
Otu01751	OTU1751	Bacteroides	Bacteroides (OTU1751)
Otu01752	OTU1752	Faecalibacterium	Faecalibacterium (OTU1752)
Otu01753	OTU1753	Bacteroides	Bacteroides (OTU1753)
Otu01754	OTU1754	Acetanaerobacterium	Acetanaerobacterium (OTU1754)
Otu01755	OTU1755	Bacteroides	Bacteroides (OTU1755)
Otu01756	OTU1756	Gallicola	Gallicola (OTU1756)
Otu01757	OTU1757	Prevotella	Prevotella (OTU1757)
Otu01758	OTU1758	Paraprevotella	Paraprevotella (OTU1758)
Otu01759	OTU1759	Ruminococcaceae	Ruminococcaceae (OTU1759)
Otu01760	OTU1760	Lachnospiraceae	Lachnospiraceae (OTU1760)
Otu01761	OTU1761	Enhydrobacter	Enhydrobacter (OTU1761)
Otu01762	OTU1762	Actinobacteria	Actinobacteria (OTU1762)
Otu01763	OTU1763	Pedobacter	Pedobacter (OTU1763)
Otu01764	OTU1764	Bacteria	Bacteria (OTU1764)
Otu01765	OTU1765	Acidimicrobiales	Acidimicrobiales (OTU1765)
Otu01766	OTU1766	Aciditerrimonas	Aciditerrimonas (OTU1766)
Otu01767	OTU1767	Microvirgula	Microvirgula (OTU1767)
Otu01768	OTU1768	Bacteria	Bacteria (OTU1768)
Otu01769	OTU1769	Veillonellaceae	Veillonellaceae (OTU1769)
Otu01770	OTU1770	Bacteria	Bacteria (OTU1770)
Otu01771	OTU1771	Bacteria	Bacteria (OTU1771)
Otu01772	OTU1772	Porphyromonadaceae	Porphyromonadaceae (OTU1772)
Otu01773	OTU1773	Anaeroglobus	Anaeroglobus (OTU1773)
Otu01774	OTU1774	Bacteria	Bacteria (OTU1774)
Otu01775	OTU1775	Bacteria	Bacteria (OTU1775)
Otu01776	OTU1776	Prevotella	Prevotella (OTU1776)
Otu01777	OTU1777	Firmicutes	Firmicutes (OTU1777)
Otu01778	OTU1778	Bacteria	Bacteria (OTU1778)
Otu01779	OTU1779	Clostridiales	Clostridiales (OTU1779)
Otu01780	OTU1780	Ruminococcaceae	Ruminococcaceae (OTU1780)
Otu01781	OTU1781	Dialister	Dialister (OTU1781)
Otu01782	OTU1782	Dialister	Dialister (OTU1782)
Otu01783	OTU1783	Blautia	Blautia (OTU1783)
Otu01784	OTU1784	Clostridiales	Clostridiales (OTU1784)
Otu01785	OTU1785	Dialister	Dialister (OTU1785)
Otu01786	OTU1786	Lachnospiraceae	Lachnospiraceae (OTU1786)
Otu01787	OTU1787	Ruminococcaceae	Ruminococcaceae (OTU1787)
Otu01788	OTU1788	Veillonella	Veillonella (OTU1788)
Otu01789	OTU1789	Paraprevotella	Paraprevotella (OTU1789)
Otu01790	OTU1790	Clostridiales	Clostridiales (OTU1790)
Otu01791	OTU1791	Lachnospiraceae	Lachnospiraceae (OTU1791)
Otu01792	OTU1792	Bacteria	Bacteria (OTU1792)
Otu01793	OTU1793	Bacteria	Bacteria (OTU1793)
Otu01794	OTU1794	Bacteria	Bacteria (OTU1794)
Otu01795	OTU1795	Lachnospiraceae	Lachnospiraceae (OTU1795)
Otu01796	OTU1796	Clostridiales	Clostridiales (OTU1796)
Otu01797	OTU1797	Lachnospiraceae	Lachnospiraceae (OTU1797)
Otu01798	OTU1798	Gp7	Gp7 (OTU1798)
Otu01799	OTU1799	Blautia	Blautia (OTU1799)
Otu01800	OTU1800	Clostridiales	Clostridiales (OTU1800)
Otu01801	OTU1801	Ruminococcaceae	Ruminococcaceae (OTU1801)
Otu01802	OTU1802	Porphyromonadaceae	Porphyromonadaceae (OTU1802)
Otu01803	OTU1803	Alphaproteobacteria	Alphaproteobacteria (OTU1803)
Otu01804	OTU1804	Anaerococcus	Anaerococcus (OTU1804)
Otu01805	OTU1805	Fusobacterium	Fusobacterium (OTU1805)
Otu01806	OTU1806	Bacteroides	Bacteroides (OTU1806)
Otu01807	OTU1807	Ruminococcaceae	Ruminococcaceae (OTU1807)
Otu01808	OTU1808	Firmicutes	Firmicutes (OTU1808)
Otu01809	OTU1809	Streptobacillus	Streptobacillus (OTU1809)
Otu01810	OTU1810	Hydrogenoanaerobacterium	Hydrogenoanaerobacterium (OTU1810)
Otu01811	OTU1811	Lactobacillus	Lactobacillus (OTU1811)
Otu01812	OTU1812	Coriobacteriaceae	Coriobacteriaceae (OTU1812)
Otu01813	OTU1813	Parabacteroides	Parabacteroides (OTU1813)
Otu01814	OTU1814	Oscillibacter	Oscillibacter (OTU1814)
Otu01815	OTU1815	Bacteroides	Bacteroides (OTU1815)
Otu01816	OTU1816	Clostridiales	Clostridiales (OTU1816)
Otu01817	OTU1817	Lactobacillus	Lactobacillus (OTU1817)
Otu01818	OTU1818	Streptococcus	Streptococcus (OTU1818)
Otu01819	OTU1819	Streptococcus	Streptococcus (OTU1819)
Otu01820	OTU1820	Lachnospiraceae	Lachnospiraceae (OTU1820)
Otu01821	OTU1821	Clostridiales	Clostridiales (OTU1821)
Otu01822	OTU1822	Betaproteobacteria	Betaproteobacteria (OTU1822)
Otu01823	OTU1823	Bacteroides	Bacteroides (OTU1823)
Otu01824	OTU1824	Actinobacteria	Actinobacteria (OTU1824)
Otu01825	OTU1825	Barnesiella	Barnesiella (OTU1825)
Otu01826	OTU1826	Cupriavidus	Cupriavidus (OTU1826)
Otu01827	OTU1827	Bifidobacterium	Bifidobacterium (OTU1827)
Otu01828	OTU1828	Parabacteroides	Parabacteroides (OTU1828)
Otu01829	OTU1829	Barnesiella	Barnesiella (OTU1829)
Otu01830	OTU1830	Ruminococcaceae	Ruminococcaceae (OTU1830)
Otu01831	OTU1831	Bacteria	Bacteria (OTU1831)
Otu01832	OTU1832	Defluviicoccus	Defluviicoccus (OTU1832)
Otu01833	OTU1833	Escherichia/Shigella	Escherichia/Shigella (OTU1833)
Otu01834	OTU1834	Clostridia	Clostridia (OTU1834)
Otu01835	OTU1835	Veillonellaceae	Veillonellaceae (OTU1835)
Otu01836	OTU1836	Ruminococcaceae	Ruminococcaceae (OTU1836)
Otu01837	OTU1837	Firmicutes	Firmicutes (OTU1837)
Otu01838	OTU1838	Agromyces	Agromyces (OTU1838)
Otu01839	OTU1839	Ruminococcaceae	Ruminococcaceae (OTU1839)
Otu01840	OTU1840	Brachybacterium	Brachybacterium (OTU1840)
Otu01841	OTU1841	Clostridia	Clostridia (OTU1841)
Otu01842	OTU1842	Clostridia	Clostridia (OTU1842)
Otu01843	OTU1843	Micrococcaceae	Micrococcaceae (OTU1843)
Otu01844	OTU1844	Clostridia	Clostridia (OTU1844)
Otu01845	OTU1845	Micrococcaceae	Micrococcaceae (OTU1845)
Otu01846	OTU1846	Micromonosporaceae	Micromonosporaceae (OTU1846)
Otu01847	OTU1847	Mycoplasma	Mycoplasma (OTU1847)
Otu01848	OTU1848	Clostridiales	Clostridiales (OTU1848)
Otu01849	OTU1849	Arthrobacter	Arthrobacter (OTU1849)
Otu01850	OTU1850	Bacteroidetes	Bacteroidetes (OTU1850)
Otu01851	OTU1851	Clostridium_XI	Clostridium_XI (OTU1851)
Otu01852	OTU1852	Paraprevotella	Paraprevotella (OTU1852)
Otu01853	OTU1853	Luteolibacter	Luteolibacter (OTU1853)
Otu01854	OTU1854	Ruminococcaceae	Ruminococcaceae (OTU1854)
Otu01855	OTU1855	Ruminococcus	Ruminococcus (OTU1855)
Otu01856	OTU1856	Bacteria	Bacteria (OTU1856)
Otu01857	OTU1857	Bacteria	Bacteria (OTU1857)
Otu01858	OTU1858	Lachnospiraceae	Lachnospiraceae (OTU1858)
Otu01859	OTU1859	Clostridium_XlVa	Clostridium_XlVa (OTU1859)
Otu01860	OTU1860	Roseburia	Roseburia (OTU1860)
Otu01861	OTU1861	Ruminococcaceae	Ruminococcaceae (OTU1861)
Otu01862	OTU1862	Lachnospiraceae	Lachnospiraceae (OTU1862)
Otu01863	OTU1863	Lachnospiraceae	Lachnospiraceae (OTU1863)
Otu01864	OTU1864	Bacteria	Bacteria (OTU1864)
Otu01865	OTU1865	Ruminococcaceae	Ruminococcaceae (OTU1865)
Otu01866	OTU1866	Ruminococcaceae	Ruminococcaceae (OTU1866)
Otu01867	OTU1867	Ruminococcaceae	Ruminococcaceae (OTU1867)
Otu01868	OTU1868	Ruminococcaceae	Ruminococcaceae (OTU1868)
Otu01869	OTU1869	Ruminococcaceae	Ruminococcaceae (OTU1869)
Otu01870	OTU1870	Lachnospiraceae	Lachnospiraceae (OTU1870)
Otu01871	OTU1871	Clostridium_XlVa	Clostridium_XlVa (OTU1871)
Otu01872	OTU1872	Bacteria	Bacteria (OTU1872)
Otu01873	OTU1873	Clostridiales	Clostridiales (OTU1873)
Otu01874	OTU1874	Clostridiales	Clostridiales (OTU1874)
Otu01875	OTU1875	Ruminococcus2	Ruminococcus2 (OTU1875)
Otu01876	OTU1876	Bacteria	Bacteria (OTU1876)
Otu01877	OTU1877	Clostridiales	Clostridiales (OTU1877)
Otu01878	OTU1878	Clostridium_XlVa	Clostridium_XlVa (OTU1878)
Otu01879	OTU1879	Clostridiales	Clostridiales (OTU1879)
Otu01880	OTU1880	Clostridiales	Clostridiales (OTU1880)
Otu01881	OTU1881	Lachnospiraceae	Lachnospiraceae (OTU1881)
Otu01882	OTU1882	Blautia	Blautia (OTU1882)
Otu01883	OTU1883	Clostridiales	Clostridiales (OTU1883)
Otu01884	OTU1884	Ruminococcaceae	Ruminococcaceae (OTU1884)
Otu01885	OTU1885	Lachnospiraceae	Lachnospiraceae (OTU1885)
Otu01886	OTU1886	Coprococcus	Coprococcus (OTU1886)
Otu01887	OTU1887	Ruminococcaceae	Ruminococcaceae (OTU1887)
Otu01888	OTU1888	Actinobacteria	Actinobacteria (OTU1888)
Otu01889	OTU1889	Clostridiales	Clostridiales (OTU1889)
Otu01890	OTU1890	Bacteroidales	Bacteroidales (OTU1890)
Otu01891	OTU1891	Clostridiales	Clostridiales (OTU1891)
Otu01892	OTU1892	Pseudoflavonifractor	Pseudoflavonifractor (OTU1892)
Otu01893	OTU1893	Actinobacteria	Actinobacteria (OTU1893)
Otu01894	OTU1894	Eubacterium	Eubacterium (OTU1894)
Otu01895	OTU1895	Lachnospiraceae	Lachnospiraceae (OTU1895)
Otu01896	OTU1896	Clostridiales	Clostridiales (OTU1896)
Otu01897	OTU1897	Ruminococcaceae	Ruminococcaceae (OTU1897)
Otu01898	OTU1898	Clostridiales	Clostridiales (OTU1898)
Otu01899	OTU1899	Alistipes	Alistipes (OTU1899)
Otu01900	OTU1900	Lachnospiraceae	Lachnospiraceae (OTU1900)
Otu01901	OTU1901	Ruminococcaceae	Ruminococcaceae (OTU1901)
Otu01902	OTU1902	Roseburia	Roseburia (OTU1902)
Otu01903	OTU1903	Lachnospiraceae	Lachnospiraceae (OTU1903)
Otu01904	OTU1904	Paraprevotella	Paraprevotella (OTU1904)
Otu01905	OTU1905	Lachnospiraceae	Lachnospiraceae (OTU1905)
Otu01906	OTU1906	Streptococcus	Streptococcus (OTU1906)
Otu01907	OTU1907	Lachnospiraceae	Lachnospiraceae (OTU1907)
Otu01908	OTU1908	Aerococcaceae	Aerococcaceae (OTU1908)
Otu01909	OTU1909	Firmicutes	Firmicutes (OTU1909)
Otu01910	OTU1910	Lachnospiraceae	Lachnospiraceae (OTU1910)
Otu01911	OTU1911	Clostridiales	Clostridiales (OTU1911)
Otu01912	OTU1912	Lactobacillus	Lactobacillus (OTU1912)
Otu01913	OTU1913	Methylobacterium	Methylobacterium (OTU1913)
Otu01914	OTU1914	Methylobacterium	Methylobacterium (OTU1914)
Otu01915	OTU1915	Lactobacillales	Lactobacillales (OTU1915)
Otu01916	OTU1916	Clostridium_sensu_stricto	Clostridium_sensu_stricto (OTU1916)
Otu01917	OTU1917	Shuttleworthia	Shuttleworthia (OTU1917)
Otu01918	OTU1918	Streptococcus	Streptococcus (OTU1918)
Otu01919	OTU1919	Lachnospiraceae	Lachnospiraceae (OTU1919)
Otu01920	OTU1920	Faecalibacterium	Faecalibacterium (OTU1920)
Otu01921	OTU1921	Porphyromonadaceae	Porphyromonadaceae (OTU1921)
Otu01922	OTU1922	Lactobacillaceae	Lactobacillaceae (OTU1922)
Otu01923	OTU1923	Gammaproteobacteria	Gammaproteobacteria (OTU1923)
Otu01924	OTU1924	Clostridiales	Clostridiales (OTU1924)
Otu01925	OTU1925	Actinomyces	Actinomyces (OTU1925)
Otu01926	OTU1926	Enterobacteriaceae	Enterobacteriaceae (OTU1926)
Otu01927	OTU1927	Escherichia/Shigella	Escherichia/Shigella (OTU1927)
Otu01928	OTU1928	Firmicutes	Firmicutes (OTU1928)
Otu01929	OTU1929	Firmicutes	Firmicutes (OTU1929)
Otu01930	OTU1930	Bacteroides	Bacteroides (OTU1930)
Otu01931	OTU1931	Clostridiales	Clostridiales (OTU1931)
Otu01932	OTU1932	Firmicutes	Firmicutes (OTU1932)
Otu01933	OTU1933	Firmicutes	Firmicutes (OTU1933)
Otu01934	OTU1934	Aeromicrobium	Aeromicrobium (OTU1934)
Otu01935	OTU1935	Alistipes	Alistipes (OTU1935)
Otu01936	OTU1936	Enterobacteriaceae	Enterobacteriaceae (OTU1936)
Otu01937	OTU1937	Tropheryma	Tropheryma (OTU1937)
Otu01938	OTU1938	Allobaculum	Allobaculum (OTU1938)
Otu01939	OTU1939	Clostridiales	Clostridiales (OTU1939)
Otu01940	OTU1940	Firmicutes	Firmicutes (OTU1940)
Otu01941	OTU1941	Lachnospiraceae	Lachnospiraceae (OTU1941)
Otu01942	OTU1942	Bacilli	Bacilli (OTU1942)
Otu01943	OTU1943	Clostridiales	Clostridiales (OTU1943)
Otu01944	OTU1944	Bacteroides	Bacteroides (OTU1944)
Otu01945	OTU1945	Bacilli	Bacilli (OTU1945)
Otu01946	OTU1946	Prevotella	Prevotella (OTU1946)
Otu01947	OTU1947	Ruminococcaceae	Ruminococcaceae (OTU1947)
Otu01948	OTU1948	Faecalibacterium	Faecalibacterium (OTU1948)
Otu01949	OTU1949	Clostridiales	Clostridiales (OTU1949)
Otu01950	OTU1950	Lachnospiraceae	Lachnospiraceae (OTU1950)
Otu01951	OTU1951	Ruminococcaceae	Ruminococcaceae (OTU1951)
Otu01952	OTU1952	Erysipelotrichaceae	Erysipelotrichaceae (OTU1952)
Otu01953	OTU1953	Leptotrichia	Leptotrichia (OTU1953)
Otu01954	OTU1954	Eggerthella	Eggerthella (OTU1954)
Otu01955	OTU1955	Acidaminococcus	Acidaminococcus (OTU1955)
Otu01956	OTU1956	Lachnospiraceae	Lachnospiraceae (OTU1956)
Otu01957	OTU1957	Bacteroides	Bacteroides (OTU1957)
Otu01958	OTU1958	Bacteroides	Bacteroides (OTU1958)
Otu01959	OTU1959	Bacteroidetes	Bacteroidetes (OTU1959)
Otu01960	OTU1960	Coprococcus	Coprococcus (OTU1960)
Otu01961	OTU1961	Megasphaera	Megasphaera (OTU1961)
Otu01962	OTU1962	Lachnospiraceae	Lachnospiraceae (OTU1962)
Otu01963	OTU1963	Bacteroides	Bacteroides (OTU1963)
